Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Summoner's	1	1	1	60		44	nec			4	125	nec		4	4											wand	knif	head										0	0	0
Necromancer's	1	1	1	100		84	nec			2	125	nec		8	8									1	cgrn	wand	knif	head										0	0	0
Angel's	1	1	1	72		54	sor			4	125	sor		4	4											amul	circ											0	0	0
Arch-Angel's	1	1	1	180		134	sor			2	125	sor		8	8									1	cgrn	amul	circ											0	0	0
Angel's	1	1	1	60		44	sor			4	125	sor		4	4											staf	orb											0	0	0
Arch-Angel's	1	1	1	100		84	sor			2	125	sor		8	8									1	cgrn	staf	orb											0	0	0
Slayer's	1	1	1	72		54	bar			4	125	bar		4	4											amul	circ											0	0	0
Berserker's	1	1	1	180		134	bar			2	125	bar		8	8									1	cgrn	amul	circ											0	0	0
Slayer's	1	1	1	60		44	bar			4	125	bar		4	4											tkni	axe	spea	club	swor	hamm	mace	jave	knif				0	0	0
Berserker's	1	1	1	100		84	bar			1	125	bar		8	8									1	cgrn	tkni	axe	spea	club	swor	hamm	mace	jave	knif				0	0	0
Slayer's	100	1	1	60		44	bar			4	125	bar		4	4											phlm												0	0	0
Berserker's	100	1	1	100		84	bar			2	125	bar		8	8									1	cgrn	phlm												0	0	0
Shaman's	100	1	1	72		54	dru			4	125	dru		4	4											amul	circ											0	0	0
Hierophant's	100	1	1	180		134	dru			2	125	dru		8	8									1	cgrn	amul	circ											0	0	0
Shaman's	100	1	1	60		44	dru			4	125	dru		4	4											club	pelt											0	0	0
Hierophant's	100	1	1	100		84	dru			2	125	dru		8	8									1	cgrn	club	pelt											0	0	0
Magekiller's	100	1	1	72		54	ass			4	125	ass		4	4											amul	circ											0	0	0
Witch-hunter's	100	1	1	180		134	ass			2	125	ass		8	8									1	cgrn	amul	circ											0	0	0
Magekiller's	100	1	1	60		44	ass			4	125	ass		4	4											h2h												0	0	0
Witch-hunter's	100	1	1	100		84	ass			2	125	ass		8	8									1	cgrn	h2h												0	0	0
Compact	100	1	1	2		2				6	141	stack		80	160											thro												0	0	0
Thin	100	1	1	34		24				5	141	stack		164	320											thro												0	0	0
Dense	100	1	1	76		60				4	141	stack		324	480											thro												0	0	0
Consecrated	100	1	1	2		2				4	142	att-undead		100	300	dmg-undead		100	300							weap							wand	orb				0	0	0
Pure	100	1	1	30		22				3	142	att-undead		304	700	dmg-undead		304	500							weap							wand	orb				0	0	0
Sacred	100	1	1	50		36				2	142	att-undead		700	1000	dmg-undead		504	800							weap							wand	orb				0	0	0
Hallowed	100	1	1	70		54				1	142	att-undead		1004	1300	dmg-undead		804	1100							weap							wand	orb				0	0	0
Divine	100	1		90		74				1	142	att-undead		1304	1800	dmg-undead		1104	1400							weap							wand	orb				0	0	0
Pearl	100	1	1	36		26				1	142	att-undead		100	200	dmg-undead		100	200							jewl												0	0	0
Crimson	1	1	1	10		6				4	118	res-fire		20	40											armo	ring	amul	orb	circ	weap							0	0	0
Red	100	1	1	30		22				4	103	dmg-min		4	4									1	dred	lcha	marb											0	0	0
Sanguinary	100	1	1	90		74				4	103	dmg-min		8	8									1	dred	lcha	marb											0	0	0
Bloody	100	1		150		134				4	103	dmg-min		12	12									1	dred	lcha	marb											0	0	0
Red	100	1	1	60		44				4	103	dmg-min		4	4									1	dred	mcha												0	0	0
Sanguinary	100	1		120		104				4	103	dmg-min		8	8									1	dred	mcha												0	0	0
Red	100	1	1	180		164				4	103	dmg-min		4	4									1	dred	scha												0	0	0
Jagged	100	1	1	14		10				4	104	dmg-max		4	4									1	blac	lcha	marb											0	0	0
Forked	100	1	1	74		58				4	104	dmg-max		8	8									1	blac	lcha	marb											0	0	0
Serrated	100	1		134		118				4	104	dmg-max		12	12									1	blac	lcha	marb											0	0	0
Jagged	100	1	1	44		32				4	104	dmg-max		4	4									1	blac	mcha												0	0	0
Forked	100	1		104		88				4	104	dmg-max		8	8									1	blac	mcha												0	0	0
Jagged	100	1	1	162		146				4	104	dmg-max		4	4									1	blac	scha												0	0	0
Snowflake	100	1	1	18		12				2	137	cold-len		100	100	cold-min		4	4	cold-max		8	12			lcha	marb											0	0	0
Shivering	100	1	1	30		22				1	137	cold-len		100	100	cold-min		8	16	cold-max		16	32			lcha	marb											0	0	0
Boreal	100	1	1	60		44				1	137	cold-len		100	100	cold-min		20	28	cold-max		36	60	1	lblu	lcha	marb											0	0	0
Hibernal	100	1		90		76				1	137	cold-len		100	100	cold-min		32	52	cold-max		64	100	1	lblu	lcha	marb											0	0	0
Snowflake	100	1	1	36		26				2	137	cold-len		100	100	cold-min		8	12	cold-max		12	20			mcha												0	0	0
Shivering	100	1	1	58		42				1	137	cold-len		100	100	cold-min		16	20	cold-max		24	40			mcha												0	0	0
Boreal	100	1	1	98		82				1	137	cold-len		100	100	cold-min		24	40	cold-max		44	80	1	lblu	mcha												0	0	0
Hibernal	100	1		138		122				1	137	cold-len		100	100	cold-min		44	60	cold-max		84	120	1	lblu	mcha												0	0	0
Snowflake	100	1	1	54		40				2	137	cold-len		100	100	cold-min		4	8	cold-max		8	16			scha												0	0	0
Shivering	100	1	1	84		68				1	137	cold-len		100	100	cold-min		12	16	cold-max		20	32			scha												0	0	0
Boreal	100	1	1	132		116				1	137	cold-len		100	100	cold-min		20	28	cold-max		36	56	1	lblu	scha												0	0	0
Hibernal	100	1		182		166				1	137	cold-len		100	100	cold-min		32	40	cold-max		60	80	1	lblu	scha												0	0	0
Ember	100	1	1	10		6				2	138	fire-min		4	4	fire-max		8	12							lcha	marb											0	0	0
Smoldering	100	1	1	30		22				1	138	fire-min		8	12	fire-max		16	28							lcha	marb											0	0	0
Smoking	100	1	1	56		42				1	138	fire-min		16	28	fire-max		32	76					1	lred	lcha	marb											0	0	0
Flaming	100	1		86		70				1	138	fire-min		32	72	fire-max		80	144					1	lred	lcha	marb											0	0	0
Ember	100	1	1	26		18				2	138	fire-min		4	4	fire-max		8	12							mcha												0	0	0
Smoldering	100	1	1	54		40				1	138	fire-min		8	12	fire-max		16	48							mcha												0	0	0
Smoking	100	1	1	94		78				1	138	fire-min		16	36	fire-max		52	108					1	lred	mcha												0	0	0
Flaming	100	1		134		118				1	138	fire-min		40	108	fire-max		112	172					1	lred	mcha												0	0	0
Ember	100	1	1	42		30				2	138	fire-min		4	4	fire-max		8	12							scha												0	0	0
Smoldering	100	1	1	80		64				1	138	fire-min		8	12	fire-max		16	40							scha												0	0	0
Smoking	100	1	1	128		112				1	138	fire-min		16	36	fire-max		44	76					1	lred	scha												0	0	0
Flaming	100	1		178		162				1	138	fire-min		40	76	fire-max		80	116					1	lred	scha												0	0	0
Static	100	1	1	14		10				2	139	ltng-min		4	4	ltng-max		16	20							lcha	marb											0	0	0
Glowing	100	1	1	28		20				1	139	ltng-min		4	4	ltng-max		24	68							lcha	marb											0	0	0
Arcing	100	1	1	58		42				1	139	ltng-min		4	4	ltng-max		72	176					1	whit	lcha	marb											0	0	0
Shocking	100	1		88		72				1	139	ltng-min		4	4	ltng-max		180	316					1	whit	lcha	marb											0	0	0
Static	100	1	1	28		20				2	139	ltng-min		4	4	ltng-max		20	36							mcha												0	0	0
Glowing	100	1	1	56		40				1	139	ltng-min		4	4	ltng-max		40	104							mcha												0	0	0
Arcing	100	1	1	96		80				1	139	ltng-min		4	4	ltng-max		108	232					1	whit	mcha												0	0	0
Shocking	100	1		136		120				1	139	ltng-min		4	4	ltng-max		236	360					1	whit	mcha												0	0	0
Static	100	1	1	46		34				2	139	ltng-min		4	4	ltng-max		24	44							scha												0	0	0
Glowing	100	1	1	82		66				1	139	ltng-min		4	4	ltng-max		48	96							scha												0	0	0
Arcing	100	1	1	130		114				1	139	ltng-min		4	4	ltng-max		100	172					1	whit	scha												0	0	0
Shocking	100	1		180		184				1	139	ltng-min		4	4	ltng-max		176	284					1	whit	scha												0	0	0
Septic	100	1	1	2		2				2	140	dmg-pois	75	72	72											lcha	marb											0	0	0
Envenomed	100	1	1	24		18				1	140	dmg-pois	100	156	156											lcha	marb											0	0	0
Toxic	100	1	1	54		40				1	140	dmg-pois	125	412	412									1	dgrn	lcha	marb											0	0	0
Pestilent	100	1		84		68				1	140	dmg-pois	150	684	684									1	dgrn	lcha	marb											0	0	0
Septic	100	1	1	18		12				2	140	dmg-pois	75	140	140											mcha												0	0	0
Envenomed	100	1	1	52		38				1	140	dmg-pois	100	308	308											mcha												0	0	0
Toxic	100	1	1	92		76				1	140	dmg-pois	125	740	740									1	dgrn	mcha												0	0	0
Pestilent	100	1		132		116				1	140	dmg-pois	150	1196	1196									1	dgrn	mcha												0	0	0
Septic	100	1	1	36		26				2	140	dmg-pois	75	208	208											scha												0	0	0
Envenomed	100	1	1	78		62				1	140	dmg-pois	100	512	512											scha												0	0	0
Toxic	100	1	1	126		110				1	140	dmg-pois	125	820	820									1	dgrn	scha												0	0	0
Pestilent	100	1		176		160				1	140	dmg-pois	150	1196	1196									1	dgrn	scha												0	0	0
Tireless	1	1	1	2	10	2				4	108	regen-stam		40	40											boot												0	0	0
Lizard's	1	1	1	2	4	2				4	115	mana		4	8											armo	ring	amul	rod	orb			boot	glov				0	0	0
Azure	1	1	1	2	8	2				3	117	res-cold		20	20											armo	ring	amul	orb	circ								0	0	0
Crimson	1	1	1	2	8	2				3	118	res-fire		20	20											armo	ring	amul	orb	circ								0	0	0
Tangerine	1	1	1	2	8	2				3	119	res-ltng		20	20											armo	ring	amul	orb	circ								0	0	0
Beryl	1	1	1	2	8	2				3	120	res-pois		20	20											armo	ring	amul	orb	circ								0	0	0
Godly	100	1	1	100		86				1	101	ac%		404	800									1	dgld	armo												0	0	0
Cruel	100	1	1	112		96				1	105	dmg%		804	1200									1	blac	weap							staf	wand	orb			0	0	0
