Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Ages	100	1		100		84				1	39	indestruct														weap	armo						thro	miss		0	0	0
of Replenishing	100	1	1	10		6				255	39	rep-quant	5													thro	bowq	xboq								0	0	0
of Propogation	100	1	1	48		36				255	39	rep-quant	10													thro	bowq	xboq								0	0	0
of the Kraken	100	1		40		2				1	41	hp/lvl	6											1	cred	tors	amul	pelt	phlm							0	0	0
of Memory	100	1		40		2				1	41	mana/lvl	6											1	cred	circ	amul	pelt								0	0	0
of the Elephant	100	1		74		14				2	41	hp/lvl	4			mana/lvl	2							1	cred	circ	pelt									0	0	0
of Power	100			2		2				1	42	str/lvl	3											1	dgld	belt	amul									0	0	0
of Grace	100			2		2				1	42	dex/lvl	3											1	dgld	helm	amul									0	0	0
of Grace and Power	100			2		2				1	42	str/lvl	1			dex/lvl	1							1	dgld	amul										0	0	0
of the Yeti	100			2		2				1	43	res-cold/lvl	3											1	lblu	tors	glov	amul								0	0	0
of the Phoenix	100			2		2				1	43	res-fire/lvl	3											1	cred	shld	helm	amul								0	0	0
of the Efreeti	100			2		2				1	43	res-ltng/lvl	3											1	cblu	glov	boot	ring								0	0	0
of the Cobra	100			2		2				1	43	res-pois/lvl	3											1	dyel	belt	ring	amul								0	0	0
of the Elements	100			2		2				10	43	res-cold/lvl	1			res-fire/lvl	1			res-ltng/lvl	1			1	dgld	circ										0	0	0
of Firebolts	100	1	1	32		24				1	44	hit-skill	36	40	32											weap							miss			0	0	0
of Firebolts	100	1	1	12		8				1	44	att-skill	36	20	12											weap							miss			0	0	0
of Firebolts	100	1	1	40		30				1	44	att-skill	36	40	16											weap							miss			0	0	0
of Charged Shield	100	1	1	12		8				1	44	gethit-skill	38	40	12											armo	ring	amul								0	0	0
of Charged Shield	100	1	1	32		24				1	44	gethit-skill	38	48	16											armo	ring	amul								0	0	0
of Charged Shield	100	1	1	52		38				1	44	gethit-skill	38	56	20											armo	ring	amul								0	0	0
of Icebolt	100	1	1	12		8				1	44	att-skill	39	20	12									1	lblu	weap							miss			0	0	0
of Frozen Armor	100										44																									0	0	0
of Static Field	100										44																									0	0	0
of Telekinesis	100	1	1								44																									0	0	0
of Frost Shield	100	1	1	24		18				1	44	gethit-skill	44	20	12									1	lblu	armo	amul									0	0	0
of Ice Blast	100										44																									0	0	0
of Blaze	100										44																									0	0	0
of Fire Ball	100										44																									0	0	0
of Nova	100	1	1	36		26				1	44	hit-skill	48	40	12									1	cblu	weap							miss			0	0	0
of Nova	100	1	1	56		42				1	44	hit-skill	48	48	16									1	cblu	weap							miss			0	0	0
of Nova Shield	100	1	1	36		26				1	44	gethit-skill	48	40	12									1	cblu	armo	ring 									0	0	0
of Nova Shield	100	1	1	56		42				1	44	gethit-skill	48	48	16									1	cblu	armo	ring 									0	0	0
of Nova Shield	100	1	1	76		56				1	44	gethit-skill	48	56	20									1	cblu	armo	ring 									0	0	0
of Lightning	100	1	1	36		26				1	44	att-skill	49	20	12									1	cblu	weap							miss			0	0	0
of Lightning	100			24		36		sor	9	1	44	charged	49	200	4									1	cblu	weap										0	0	0
of Shiver Armor	100										44																									0	0	0
of Fire Wall	100										44																									0	0	0
of Enchant	100										44																									0	0	0
of Chain Lightning	100	1	1	50		36				1	44	att-skill	53	20	12											weap	ring	amul					miss			0	0	0
of Chain Lightning	100	1	1	70		52				1	44	att-skill	53	32	12											weap	ring	amul					miss			0	0	0
of Chain Lightning	100	1	1	90		66				1	44	att-skill	53	32	20											weap	ring	amul					miss			0	0	0
of Teleport Shield	100			50		36				1	44	gethit-skill	54	40	12									1	whit	armo	ring	amul								0	0	0
of Teleport Shield	100			70		52				1	44	gethit-skill	54	56	12									1	whit	armo	ring	amul								0	0	0
of Teleport Shield	100			90		66				1	44	gethit-skill	54	72	12									1	whit	armo	ring	amul								0	0	0
of Glacial Spike	100										44																									0	0	0
of Meteor	100										44																									0	0	0
of Thunder Storm	100										44																									0	0	0
of Energy Shield	100										44																									0	0	0
of Blizzard	100										44																									0	0	0
of Chilling Armor	100										44																									0	0	0
of Hydra Shield	100	1	1	80		60				1	44	gethit-skill	62	40	12									1	cred	amul										0	0	0
of Frozen Orb	100										44																									0	0	0
of Dawn	100			60		44				0	45	ac/time	3	40	160																					0	0	0
of Sunlight	100			60		44				0	45	ac/time	0	-40	240																					0	0	0
of Magic Arrows	100	1	1	24		22		ama	1	1	44	charged	6	-120	-40											miss	abow									0	0	0
of Magic Arrows	100			70		56		ama	3	1	44	charged	6	-80	-24											glov										0	0	0
of Fire Arrows	100			26		24		ama	1	1	44	charged	7	-120	-40											miss	abow									0	0	0
of Fire Arrows	100	1	1	80		64		ama	3	1	44	charged	7	-80	-24											glov										0	0	0
of Inner Sight	100	1	1	36		28		ama	2	1	44	charged	8	-120	-24											amul	amaz	circ								0	0	0
of Inner Sight	100	1	1	100		84		ama	5	1	44	charged	8	-80	-16											glov										0	0	0
of Jabbing	100			48		36		ama	3	1	44	charged	10	-240	-28											spea	aspe									0	0	0
of Jabbing	100			100		84		ama	5	1	44	charged	10	-80	-16											glov										0	0	0
of Cold Arrows	100	1	1	30		32		ama	6	1	44	charged	11	-120	-32											miss	abow									0	0	0
of Cold Arrows	100	1	1	94		78		ama	9	1	44	charged	11	-80	-20											glov										0	0	0
of Multiple Shot	100	1	1	36		38		ama	6	1	44	charged	12	-120	-32											miss	abow									0	0	0
of Multiple Shot	100	1	1	126		110		ama	12	1	44	charged	12	-80	-16											glov										0	0	0
of Power Strike	100	1	1	24		26		ama	6	1	44	charged	14	-240	-24											spea	aspe									0	0	0
of Power Strike	100	1	1	110		94		ama	9	1	44	charged	14	-80	-16											glov										0	0	0
of Poison Jab	100			34		36		ama	6	1	44	charged	15	-240	-24											amul	circ									0	0	0
of Poison Jab	100			134		118		ama	13	1	44	charged	15	-80	-12											glov										0	0	0
of Exploding Arrows	100	1	1	60		52		ama	12	1	44	charged	16	-120	-24											miss	abow									0	0	0
of Exploding Arrows	100	1	1	138		122		ama	17	1	44	charged	16	-80	-16											glov										0	0	0
of Slow Missiles	100			66		54		ama	12	1	44	charged	17	-120	-20											amaz										0	0	0
of Slow Missiles	100			136		120		ama	15	1	44	charged	17	-80	-12											glov	amul									0	0	0
of Impaling Strike	100			48		36		ama	12	1	44	charged	19	-240	-24											spea	aspe									0	0	0
of Impaling Strike	100			118		102		ama	15	1	44	charged	19	-80	-16											glov										0	0	0
of Lightning Javelin	100			50		36		ama	12	1	44	charged	20	-240	-24											amul	circ									0	0	0
of Lightning Javelin	100			140		124		ama	17	1	44	charged	20	-80	-12											glov										0	0	0
of Ice Arrows	100	1	1	72		56		ama	18	1	44	charged	21	-120	-20											miss	abow									0	0	0
of Ice Arrows	100	1	1	144		128		ama	22	1	44	charged	21	-80	-12											glov										0	0	0
of Guided Arrows	100			68		52		ama	18	1	44	charged	22	-120	-20											miss	abow									0	0	0
of Guided Arrows	100			138		122		ama	21	1	44	charged	22	-80	-12											glov										0	0	0
of Charged Strike	100	1	1	66		50		ama	18	1	44	charged	24	-240	-20											spea	aspe									0	0	0
of Charged Strike	100	1	1	136		120		ama	21	1	44	charged	24	-80	-12											glov										0	0	0
of Plague Jab	100			70		54		ama	18	1	44	charged	25	-240	-20											amul	circ									0	0	0
of Plague Jab	100			142		126		ama	22	1	44	charged	25	-80	-12											glov										0	0	0
of Immolating Arrows	100			84		72		ama	24	1	44	charged	27	-120	-16											miss	abow									0	0	0
of Immolating Arrows	100			170		154		ama	27	1	44	charged	27	-80	-8											glov										0	0	0
of Fending	100			82		70		ama	24	1	44	charged	30	-240	-20											spea	aspe									0	0	0
of Fending	100			166		150		ama	26	1	44	charged	30	-80	-12											glov										0	0	0
of Freezing Arrows	100	1	1	100		84		ama	30	1	44	charged	31	-120	-16											miss	abow									0	0	0
of Freezing Arrows	100	1	1	188		172		ama	33	1	44	charged	31	-80	-8											glov										0	0	0
of Lightning Strike	100	1	1	94		78		ama	30	1	44	charged	34	-240	-16											spea	aspe									0	0	0
of Lightning Strike	100	1	1	180		164		ama	32	1	44	charged	34	-80	-8											glov										0	0	0
of Lightning Fury	100			98		82		ama	30	1	44	charged	35	-240	-16											amul	circ									0	0	0
of Lightning Fury	100			184		168		ama	33	1	44	charged	35	-80	-8											glov										0	0	0
of Fire Bolts	100	1	1	14		14		sor	1	1	44	charged	36	-120	-40											staf	orb									0	0	0
of Fire Bolts	100	1	1	28		28		sor	1	1	44	charged	36	-80	-24											swor	ring	circ								0	0	0
of Charged Bolts	100	1	1	14		14		sor	1	1	44	charged	38	-120	-40											staf	orb									0	0	0
of Charged Bolts	100	1	1	28		28		sor	1	1	44	charged	38	-80	-24											hamm	mace	scep	ring	circ						0	0	0
of Ice Bolts	100	1	1	14		14		sor	1	1	44	charged	39	-120	-40											staf	orb									0	0	0
of Ice Bolts	100	1	1	28		28		sor	1	1	44	charged	39	-80	-24											knif										0	0	0
of Frozen Armor	100			14		14		sor	1	1	44	charged	40	-120	-40											staf	orb									0	0	0
of Frozen Armor	100			28		28		sor	1	1	44	charged	40	-80	-24											knif	tors									0	0	0
of Static Field	100			24		24		sor	6	1	44	charged	42	-120	-32											staf	orb									0	0	0
of Static Field	100			48		48		sor	6	1	44	charged	42	-80	-20											hamm	mace	scep	ring	circ						0	0	0
of Telekinesis	100	1	1	24		24		sor	6	1	44	charged	43	-120	-32											staf	orb									0	0	0
of Telekinesis	100	1	1	48		48		sor	6	1	44	charged	43	-80	-20											hamm	mace	scep	ring	circ						0	0	0
of Frost Novas	100	1	1	24		24		sor	6	1	44	charged	44	-120	-32											staf	orb									0	0	0
of Frost Novas	100	1	1	48		48		sor	6	1	44	charged	44	-80	-20											knif	amul	circ								0	0	0
of Ice Blasts	100	1	1	24		24		sor	6	1	44	charged	45	-120	-32											staf	orb									0	0	0
of Ice Blasts	100	1	1	48		48		sor	6	1	44	charged	45	-80	-20											hamm	mace	scep	ring	circ						0	0	0
of Blazing	100			36		36		sor	12	1	44	charged	46	-120	-28											staf	orb									0	0	0
of Blazing	100			72		72		sor	12	1	44	charged	46	-80	-16											boot										0	0	0
of Fire Balls	100	1	1	36		36		sor	12	1	44	charged	47	-120	-28											staf	orb									0	0	0
of Fire Balls	100	1	1	72		72		sor	12	1	44	charged	47	-80	-16											spea	wand									0	0	0
of Novas	100	1	1	36		36		sor	12	1	44	charged	48	-120	-28											staf	orb									0	0	0
of Novas	100	1	1	72		72		sor	12	1	44	charged	48	-80	-16											shld										0	0	0
of Lightning	100	1	1	36		36		sor	12	1	44	charged	49	-120	-28											staf	orb									0	0	0
of Lightning	100	1	1	72		72		sor	12	1	44	charged	49	-80	-16											axe	hamm									0	0	0
of Shiver Armor	100			36		36		sor	12	1	44	charged	50	-120	-28											staf	orb									0	0	0
of Shiver Armor	100			72		72		sor	12	1	44	charged	50	-80	-16											knif	tors									0	0	0
of Fire Walls	100			48		48		sor	18	1	44	charged	51	-120	-24											staf	orb									0	0	0
of Fire Walls	100			96		96		sor	18	1	44	charged	51	-80	-12											pole										0	0	0
of Enchantment	100	1	1	48		48		sor	18	1	44	charged	52	-80	-12											staf	orb									0	0	0
of Enchantment	100	1	1	96		96		sor	18	1	44	charged	52	-40	-4											mele										0	0	0
of Chain Lightning	100	1	1	48		48		sor	18	1	44	charged	53	-120	-24											staf	orb									0	0	0
of Chain Lightning	100	1	1	96		96		sor	18	1	44	charged	53	-80	-12											spea										0	0	0
of Teleportation	100	1	1	48		48		sor	18	1	44	charged	54	-120	-24											staf	orb									0	0	0
of Teleportation	100	1	1	96		96		sor	18	1	44	charged	54	-80	-12											amul	circ									0	0	0
of Glacial Spikes	100	1	1	48		48		sor	18	1	44	charged	55	-120	-24											staf	orb									0	0	0
of Glacial Spikes	100	1	1	96		96		sor	18	1	44	charged	55	-80	-12											knif										0	0	0
of Meteors	100	1	1	60		60		sor	24	1	44	charged	56	-120	-20											staf	orb									0	0	0
of Meteors	100	1	1	120		120		sor	24	1	44	charged	56	-80	-8											knif	club									0	0	0
of Thunder Storm	100			60		60		sor	24	1	44	charged	57	-120	-20											staf	orb									0	0	0
of Thunder Storm	100			120		120		sor	24	1	44	charged	57	-80	-8											hamm	club									0	0	0
of Energy Shield	100			60		60		sor	24	1	44	charged	58	-120	-20											staf	orb									0	0	0
of Energy Shield	100			120		120		sor	24	1	44	charged	58	-80	-8											helm										0	0	0
of Blizzards	100	1	1	60		60		sor	24	1	44	charged	59	-120	-20											staf	orb									0	0	0
of Blizzards	100	1	1	120		120		sor	24	1	44	charged	59	-80	-8											knif										0	0	0
of Chilling Armor	100			60		60		sor	24	1	44	charged	60	-120	-20											staf	orb									0	0	0
of Chilling Armor	100			120		120		sor	24	1	44	charged	60	-80	-8											tors										0	0	0
of Hydras	100			72		72		sor	30	1	44	charged	62	-120	-12											staf	orb									0	0	0
of Hydras	100			144		144		sor	30	1	44	charged	62	-80	-4											club										0	0	0
of Frozen Orbs	100	1	1	72		72		sor	30	1	44	charged	64	-120	-12											staf	orb									0	0	0
of Frozen Orbs	100	1	1	144		144		sor	30	1	44	charged	64	-80	-4											knif										0	0	0
of Amplify Damage	100			14		14		nec	1	1	44	charged	66	-240	-40											wand	knif	head								0	0	0
of Amplify Damage	100			28		28		nec	1	1	44	charged	66	-80	-24											blun										0	0	0
of Teeth	100	1	1	14		14		nec	1	1	44	charged	67	-240	-40											wand	knif	head								0	0	0
of Teeth	100	1	1	28		28		nec	1	1	44	charged	67	-80	-24											swor										0	0	0
of Bone Armor	100			14		14		nec	1	1	44	charged	68	-240	-40											wand	knif	head								0	0	0
of Bone Armor	100			28		28		nec	1	1	44	charged	68	-80	-24											tors										0	0	0
of Raise Skeletons	100			14		14		nec	1	1	44	charged	70	-240	-40											wand	knif	head								0	0	0
of Raise Skeletons	100			28		28		nec	1	1	44	charged	70	-80	-24											amul	circ									0	0	0
of Dim Vision	100	1	1	24		24		nec	6	1	44	charged	71	-240	-32											wand	knif	head								0	0	0
of Dim Vision	100	1	1	48		48		nec	6	1	44	charged	71	-80	-20											ring	circ									0	0	0
of Weaken	100	1	1	24		24		nec	6	1	44	charged	72	-240	-32											wand	knif	head								0	0	0
of Weaken	100	1	1	48		48		nec	6	1	44	charged	72	-80	-20											glov										0	0	0
of Poison Dagger	100	1	1	24		24		nec	6	1	44	charged	73	-240	-32											knif	head									0	0	0
of Poison Dagger	100	1	1	48		48		nec	6	1	44	charged	73	-80	-20											glov	ring	circ								0	0	0
of Corpse Explosions	100			24		24		nec	6	1	44	charged	74	-240	-32											wand	knif	head								0	0	0
of Corpse Explosions	100			48		48		nec	6	1	44	charged	74	-80	-20											club										0	0	0
of Clay Golem Summoning	100			24		24		nec	6	1	44	charged	75	-240	-32											wand	knif	head								0	0	0
of Clay Golem Summoning	100			48		48		nec	6	1	44	charged	75	-80	-20											amul	circ									0	0	0
of Iron Maiden	100			36		36		nec	12	1	44	charged	76	-240	-28											wand	knif	head								0	0	0
of Iron Maiden	100			72		72		nec	12	1	44	charged	76	-80	-16											shld										0	0	0
of Terror	100	1	1	36		36		nec	12	1	44	charged	77	-240	-28											wand	knif	head								0	0	0
of Terror	100	1	1	72		72		nec	12	1	44	charged	77	-80	-16											shld										0	0	0
of Bone Walls	100			36		36		nec	12	1	44	charged	78	-240	-28											wand	knif	head								0	0	0
of Bone Walls	100			72		72		nec	12	1	44	charged	78	-80	-16											club	mace	scep								0	0	0
of Raise Skeletal Mages	100			36		36		nec	12	1	44	charged	80	-240	-28											wand	knif	head								0	0	0
of Raise Skeletal Mages	100			72		72		nec	12	1	44	charged	80	-80	-16											amul	circ									0	0	0
of Confusion	100	1	1	48		48		nec	18	1	44	charged	81	-240	-24											wand	knif	head								0	0	0
of Confusion	100	1	1	96		96		nec	18	1	44	charged	81	-80	-12											ring	circ									0	0	0
of Life Tap	100	1	1	48		48		nec	18	1	44	charged	82	-240	-24											wand	knif	head								0	0	0
of Life Tap	100	1	1	96		96		nec	18	1	44	charged	82	-80	-12											axe										0	0	0
of Poison Explosion	100			48		48		nec	18	1	44	charged	83	-240	-24											wand	knif	head								0	0	0
of Poison Explosion	100			96		96		nec	18	1	44	charged	83	-80	-12											blun										0	0	0
of Bone Spears	100	1	1	48		48		nec	18	1	44	charged	84	-240	-24											wand	knif	head								0	0	0
of Bone Spears	100	1	1	96		96		nec	18	1	44	charged	84	-80	-12											spea										0	0	0
of Blood Golem Summoning	100			48		48		nec	18	1	44	charged	85	-240	-24											wand	knif	head								0	0	0
of Blood Golem Summoning	100			96		96		nec	18	1	44	charged	85	-80	-12											axe										0	0	0
of Attraction	100	1	1	60		60		nec	24	1	44	charged	86	-240	-20											wand	knif	head								0	0	0
of Attraction	100	1	1	120		120		nec	24	1	44	charged	86	-80	-8											ring	amul	circ								0	0	0
of Decrepification	100			60		60		nec	24	1	44	charged	87	-240	-20											wand	knif	head								0	0	0
of Decrepification	100			120		120		nec	24	1	44	charged	87	-80	-8											shld										0	0	0
of Bone Imprisonment	100			60		60		nec	24	1	44	charged	88	-240	-20											wand	knif	head								0	0	0
of Bone Imprisonment	100			120		120		nec	24	1	44	charged	88	-80	-8											mace	scep									0	0	0
of Iron Golem Creation	100			60		60		nec	24	1	44	charged	90	-240	-20											wand	knif	head								0	0	0
of Iron Golem Creation	100			120		120		nec	24	1	44	charged	90	-80	-8											swor										0	0	0
of Lower Resistance	100	1	1	72		72		nec	30	1	44	charged	91	-240	-12											wand	knif	head								0	0	0
of Lower Resistance	100	1	1	144		144		nec	30	1	44	charged	91	-80	-4											staf										0	0	0
of Poison Novas	100	1	1	72		72		nec	30	1	44	charged	92	-240	-12											wand	knif	head								0	0	0
of Poison Novas	100	1	1	144		144		nec	30	1	44	charged	92	-80	-4											glov										0	0	0
of Bone Spirits	100	1	1	72		72		nec	30	1	44	charged	93	-240	-12											wand	knif	head								0	0	0
of Bone Spirits	100	1	1	144		144		nec	30	1	44	charged	93	-80	-4											amul	circ									0	0	0
of Fire Golem Summoning	100			72		72		nec	30	1	44	charged	94	-240	-12											wand	knif	head								0	0	0
of Fire Golem Summoning	100			144		144		nec	30	1	44	charged	94	-80	-4											hamm										0	0	0
of Revivification	100			72		72		nec	30	1	44	charged	95	-240	-12											wand	knif	head								0	0	0
of Revivification	100			144		144		nec	30	1	44	charged	95	-80	-4											pole										0	0	0
of Sacrifice	100	1	1	14		14		pal	1	1	44	charged	96	-120	-40											scep	ashd									0	0	0
of Sacrifice	100	1	1	28		28		pal	1	1	44	charged	96	-80	-24											mele							scep			0	0	0
of Holy Bolts	100	1	1	24		24		pal	6	1	44	charged	101	-120	-32											scep	ashd									0	0	0
of Holy Bolts	100	1	1	48		48		pal	6	1	44	charged	101	-80	-20											amul	circ									0	0	0
of Zeal	100	1	1	36		36		pal	12	1	44	charged	106	-120	-28											scep	ashd									0	0	0
of Zeal	100	1	1	72		72		pal	12	1	44	charged	106	-80	-16											mele							scep			0	0	0
of Vengeance	100	1	1	48		48		pal	18	1	44	charged	111	-120	-24											scep	ashd									0	0	0
of Vengeance	100	1	1	96		96		pal	18	1	44	charged	111	-80	-12											swor	axe									0	0	0
of Blessed Hammers	100	1	1	48		48		pal	18	1	44	charged	112	-120	-24											scep	ashd									0	0	0
of Blessed Hammers	100	1	1	96		96		pal	18	1	44	charged	112	-80	-12											hamm										0	0	0
of Conversion	100			60		60		pal	24	1	44	charged	116	-120	-20											scep	ashd									0	0	0
of Conversion	100			120		120		pal	24	1	44	charged	116	-80	-8											blun							scep			0	0	0
of Fist of the Heavens	100			72		72		pal	30	1	44	charged	121	-120	-12											scep	ashd									0	0	0
of Fist of the Heavens	100			144		144		pal	30	1	44	charged	121	-80	-4											glov										0	0	0
of Bashing	100	1	1	14		14		bar	1	1	44	charged	126	-240	-40											phlm										0	0	0
of Bashing	100	1	1	28		28		bar	1	1	44	charged	126	-80	-24											mele							staf	wand	orb	0	0	0
of Howling	100			14		14		bar	1	1	44	charged	130	-240	-40											phlm										0	0	0
of Howling	100			28		28		bar	1	1	44	charged	130	-80	-24																					0	0	0
of Potion Finding	100			14		14		bar	1	1	44	charged	131	-240	-40											phlm										0	0	0
of Potion Finding	100			28		28		bar	1	1	44	charged	131	-80	-24																					0	0	0
of Taunting	100			24		24		bar	6	1	44	charged	137	-240	-32											phlm										0	0	0
of Taunting	100			48		48		bar	6	1	44	charged	137	-80	-20																					0	0	0
of Shouting	100			24		24		bar	6	1	44	charged	138	-240	-32											phlm										0	0	0
of Shouting	100			48		48		bar	6	1	44	charged	138	-80	-20																					0	0	0
of Stunning	100	1	1	36		36		bar	12	1	44	charged	139	-240	-28											phlm							staf	wand	orb	0	0	0
of Stunning	100	1	1	72		72		bar	12	1	44	charged	139	-80	-16											mele										0	0	0
of Item Finding	100			36		36		bar	12	1	44	charged	142	-240	-28											phlm										0	0	0
of Item Finding	100			72		72		bar	12	1	44	charged	142	-80	-16																					0	0	0
of Concentration	100	1	1	48		48		bar	18	1	44	charged	144	-240	-24											phlm										0	0	0
of Concentration	100	1	1	96		96		bar	18	1	44	charged	144	-80	-12											mele							staf	wand	orb	0	0	0
of Battle Cry	100			48		48		bar	18	1	44	charged	146	-240	-24											phlm										0	0	0
of Battle Cry	100			96		96		bar	18	1	44	charged	146	-80	-12																					0	0	0
of Battle Orders	100			60		60		bar	24	1	44	charged	149	-240	-20											phlm										0	0	0
of Battle Orders	100			120		120		bar	24	1	44	charged	149	-80	-8																					0	0	0
of Grim Ward	100	1	1	60		60		bar	24	1	44	charged	150	-240	-20											phlm										0	0	0
of Grim Ward	100	1	1	120		120		bar	24	1	44	charged	150	-80	-8											amul										0	0	0
of War Cry	100			72		72		bar	30	1	44	charged	154	-240	-12											phlm										0	0	0
of War Cry	100			144		144		bar	30	1	44	charged	154	-80	-4																					0	0	0
of Battle Command	100			72		72		bar	30	1	44	charged	155	-240	-12											phlm										0	0	0
of Battle Command	100			144		144		bar	30	1	44	charged	155	-80	-4																					0	0	0
of Firestorms	100	1	1	14		14		dru	1	1	44	charged	225	-120	-40											club										0	0	0
of Firestorms	100	1	1	28		28		dru	1	1	44	charged	225	-80	-24											staf										0	0	0
of Molten Boulders	100			24		24		dru	6	1	44	charged	229	-120	-32											club										0	0	0
of Molten Boulders	100			48		48		dru	6	1	44	charged	229	-80	-20											mace										0	0	0
of Eruption	100	1	1	36		36		dru	12	1	44	charged	234	-120	-28											club										0	0	0
of Eruption	100	1	1	72		72		dru	12	1	44	charged	234	-80	-16											staf										0	0	0
of Cyclone Armor	100			36		36		dru	12	1	44	charged	235	-120	-28											club										0	0	0
of Cyclone Armor	100			72		72		dru	12	1	44	charged	235	-80	-16											tors										0	0	0
of Twister	100	1	1	48		48		dru	18	1	44	charged	240	-120	-24											club										0	0	0
of Twister	100	1	1	96		96		dru	18	1	44	charged	240	-80	-12											amul	circ									0	0	0
of Volcano	100	1	1	60		60		dru	24	1	44	charged	244	-120	-24											club										0	0	0
of Volcano	100	1	1	120		120		dru	24	1	44	charged	244	-80	-12											hamm										0	0	0
of Tornado	100	1	1	60		60		dru	24	1	44	charged	245	-120	-20											club										0	0	0
of Tornado	100	1	1	120		120		dru	24	1	44	charged	245	-80	-8											amul	circ									0	0	0
of Armageddon	100			72		72		dru	30	1	44	charged	249	-120	-12											club										0	0	0
of Armageddon	100			144		144		dru	30	1	44	charged	249	-80	-4											staf										0	0	0
of Hurricane	100			72		72		dru	30	1	44	charged	250	-120	-12											club										0	0	0
of Hurricane	100			144		144		dru	30	1	44	charged	250	-80	-4											amul	circ									0	0	0
of Damage Amplification	100	1	1	6						1	44	hit-skill	66	20	4											weap							orb			0	0	0
of the Icicle	100	1	1	74		58				2	10	cold-min		8	12	cold-max		24	40	cold-len		100	100	1	dblu	jewl										0	0	0
of the Glacier	100	1		116		100				2	10	cold-min		16	20	cold-max		44	60	cold-len		100	100	1	dblu	jewl										0	0	0
of Fire	100	1	1	72		56				2	12	fire-min		16	40	fire-max		44	120					1	dred	jewl										0	0	0
of Burning	100	1	1	114		98				2	12	fire-min		44	100	fire-max		124	200					1	dred	jewl										0	0	0
of Lightning	100	1	1	72		56				2	13	ltng-min		4	4	ltng-max		84	240					1	dyel	jewl										0	0	0
of Thunder	100	1	1	114		98				2	13	ltng-min		4	4	ltng-max		244	400					1	dyel	jewl										0	0	0
of Daring	100	1	1	38		28				3	17	dex		16	24											jewl										0	0	0
of Daring	100	1	1	72		56				3	17	dex		28	36											jewl										0	0	0
of Knowledge	100	1	1	48		36				3	23	enr		16	24											jewl										0	0	0
of Knowledge	100	1	1	82		66				3	23	enr		28	36											jewl										0	0	0
of Virility	100	1	1	66		50				4	31	str		20	24											jewl										0	0	0
of Virility	100	1	1	100		84				4	31	str		28	36											jewl										0	0	0
of Readiness	1	1	1	40		30				2	7	swing1		40	40											glov										0	0	0
of Craftsmanship	100	1	1	2		2				4	14	dmg-max		4	4									1	dgrn	lcha	marb									0	0	0
of Quality	100	1	1	82		66				4	14	dmg-max		8	8									1	dgrn	lcha	marb									0	0	0
of Maiming	100	1		142		126				4	14	dmg-max		12	16									1	dgrn	lcha	marb									0	0	0
of Craftsmanship	100	1	1	52		38				4	14	dmg-max		4	4									1	dgrn	mcha										0	0	0
of Quality	100	1		112		96				4	14	dmg-max		8	8									1	dgrn	mcha										0	0	0
of Craftsmanship	100	1	1	170		154				4	14	dmg-max		4	4									1	dgrn	scha										0	0	0
of Blight	100	1	1	2		2				2	16	dmg-pois	75	84	84									1	dgrn	lcha	marb									0	0	0
of Venom	100	1	1	12		8				1	16	dmg-pois	100	156	156									1	dgrn	lcha	marb									0	0	0
of Pestilence	100	1	1	28		20				1	16	dmg-pois	125	208	208									1	dgrn	lcha	marb									0	0	0
of Anthrax	100	1		42		30				1	16	dmg-pois	150	344	344									1	dgrn	lcha	marb									0	0	0
of Blight	100	1	1	10		6				2	16	dmg-pois	75	84	84									1	dgrn	mcha										0	0	0
of Venom	100	1	1	26		18				1	16	dmg-pois	100	156	156									1	dgrn	mcha										0	0	0
of Pestilence	100	1	1	46		34				1	16	dmg-pois	125	208	208									1	dgrn	mcha										0	0	0
of Anthrax	100	1		66		50				1	16	dmg-pois	150	344	344									1	dgrn	mcha										0	0	0
of Blight	100	1	1	18		12				2	16	dmg-pois	75	84	84									1	dgrn	scha										0	0	0
of Venom	100	1	1	40		30				1	16	dmg-pois	100	156	156									1	dgrn	scha										0	0	0
of Pestilence	100	1	1	64		48				1	16	dmg-pois	125	208	208									1	dgrn	scha										0	0	0
of Anthrax	100	1		88		72				1	16	dmg-pois	150	344	344									1	dgrn	scha										0	0	0
of Frost	100	1	1	10		6				2	10	cold-min		4	4	cold-max		8	8	cold-len		50	50	1	dblu	lcha	marb									0	0	0
of the Icicle	100	1	1	16		12				1	10	cold-min		8	8	cold-max		12	16	cold-len		50	50	1	dblu	lcha	marb									0	0	0
of the Glacier	100	1	1	30		22				1	10	cold-min		12	12	cold-max		20	28	cold-len		50	50	1	dblu	lcha	marb									0	0	0
of Winter	100	1		46		34				1	10	cold-min		16	24	cold-max		32	44	cold-len		50	50	1	dblu	lcha	marb									0	0	0
of Frost	100	1	1	18		12				2	10	cold-min		4	4	cold-max		8	12	cold-len		50	50	1	dblu	mcha										0	0	0
of the Icicle	100	1	1	30		22				1	10	cold-min		8	8	cold-max		16	20	cold-len		50	50	1	dblu	mcha										0	0	0
of the Glacier	100	1	1	50		36				1	10	cold-min		12	12	cold-max		24	32	cold-len		50	50	1	dblu	mcha										0	0	0
