Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
brute1	28	brute2		4	GargantuanBeast	brute1		brute	Brute		YE	1													1	1		4	4	1	7	132	245	brute	brute	10	15	14	13							0	0	0	100	100	100	45	45	35																						1	1									1			1	1							1																										100	100	100	-50	-40	-33						0	14	0	0	0	70	0	70	0	0	0	140	0	2				6	12	24	5	2618	4361	126	318	387	645	404	101	201	606				3927	6542	128	383	581	968	570	152	302	600				7330	12211	128	691	1084	1806	760	202	402	800																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
sandraider1	29	sandraider1	sandraider2	0	SandRaider	sandraider1		sandraider	SandRaider		SR	1													1	2		7	7	1	50	156	266	sandraider	sandraider	10	15	14	13				40	40	40	70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	1																						100	75	66	-50	-45	-40						0	7	0	28	14	0	23	35	0	140	70	0	46	2				38	75	150	5	2757	4278	126	307	408	633	700	220	420	1080	80	100	250	4136	6417	165	415	612	950	1050	330	630	1080	80	100	250	7720	11978	165	749	1142	1772	1400	440	840	1440	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2		sandraider	SandRaider		SR	1													1	3		7	7	1	64	168	277	sandraider	sandraider	10	15	14	13				45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40						0	7	0	14	0	70	23	35	0	70	0	140	46	2				48	96	192	5	2718	4298	126	307	402	636	700	220	420	1080	80	100	250	4077	6447	165	415	603	954	1050	330	630	1080	80	100	250	7610	12034	165	749	1126	1781	1400	440	840	1440	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3		sandraider	SandRaider		SR	1													2	3		8	8	1	68	170	281	sandraider	sandraider	10	15	14	13				50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40						0	7	0	31	14	0	23	35	0	154	70	0	46	2				51	102	204	5	2738	4278	126	307	405	633	704	220	420	1080	80	100	250	4107	6417	165	415	608	950	1050	330	630	1080	80	100	250	7666	11978	165	749	1134	1772	1400	440	840	1440	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4		sandraider	SandRaider		SR	1													2	4		8	8	1	92	192	292	sandraider	sandraider	10	15	14	13				55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	4																						100	75	66	-50	-45	-40						0	7	0	14	0	77	23	35	0	70	0	154	46	2				66	132	264	5	2738	4278	128	304	405	633	704	220	420	1080	80	100	250	4107	6417	165	415	608	950	1050	330	630	1080	80	100	250	7666	11978	165	749	1134	1772	1400	440	840	1440	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5		sandraider	SandRaider		SR	1													3	4		10	10	1	100	214	302	sandraider	sandraider	10	15	14	13				60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40						0	7	0	34	14	0	23	35	0	168	70	0	46	2				72	144	288	5	2718	4259	126	322	402	630	704	220	420	1080	80	100	250	4077	6389	165	415	603	945	1050	330	630	1080	80	100	250	7610	11925	165	749	1126	1764	1400	440	840	1440	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1													0	0		0	0		0	0	0				15	14	13																																																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1													0	0		0	0		0	0	0				15	14	13																																																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1													0	0		0	0		0	0	0				15	14	13																																																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1													0	0		0	0		0	0	0				15	14	13																																																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													1	2		7	7	1	27	138	270	wraith	wraith	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																	100	66	33	-50	-33	0	30					24	28	14	0	0	35	53	140	70	0	0	70	105	2				12	24	48	5	1685	3347	126	243	249	495	376	0	0	0				2528	5021	195	335	374	743	570	0	0	0				4718	9372	195	605	697	1386	760	0	0	0				A1	mana	40	60	100		40	100	200		40	200	300																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2		wraith	Wraith	drains mana	WR	1													1	2		8	8	1	38	149	256	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																									1	1					1			1	1			1	1																																	100	66	33	-50	-33	0	40					24	28	14	0	0	42	53	140	70	0	0	84	105	2				17	33	66	5	1763	3510	126	241	261	519	364	0	0	0				2645	5265	195	335	392	779	570	0	0	0				4936	9828	195	605	731	1453	760	0	0	0				A1	mana	45	57	100		45	100	200		45	200	300																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith3	40	wraith1	wraith4	2	Specter	wraith3		wraith	Wraith	drains mana	WR	1													1	2		8	8	1	73	175	284	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																									1	1					1			1	1			1	1																																	100	66	33	-50	-33	0	50					24	28	14	0	0	49	53	140	70	0	0	98	105	2				29	57	114	5	1743	3510	126	241	258	519	372	0	0	0				2615	5265	195	335	387	779	570	0	0	0				4880	9828	195	605	722	1453	760	0	0	0				A1	mana	50	38	69		50	100	200		50	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4		wraith	Wraith	drains mana	WR	1													1	3		10	10	1	77	178	288	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																									1	1					1			1	1			1	1																																	100	66	33	-50	-33	0	60					24	28	14	0	0	53	53	140	70	0	0	105	105	2				30	60	120	5	1743	3486	128	243	258	516	372	0	0	0				2615	5229	195	335	387	774	570	0	0	0				4880	9761	195	605	722	1445	760	0	0	0				A1	mana	60	46	84		60	100	200		60	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5		wraith	Wraith	drains mana	WR	1													2	3		11	11	1	84	186	292	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																	100	66	33	-50	-33	0	75					24	28	14	0	0	56	53	140	70	0	0	112	105	2				33	66	132	5	1724	3486	128	243	255	516	376	0	0	0				2586	5229	195	335	383	774	570	0	0	0				4827	9761	195	605	714	1445	760	0	0	0				A1	mana	70	50	107		70	100	200		70	200	300																														Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1		corruptrogue	CorruptRogue		CR	1													1	2		7	7	2	10	132	241	corruptrogue	corruptrogue	10	15	14	13				60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	100	100	-50	-40	-33						0	6	6	9	9	70	14	28	28	46	46	140	28	2				18	36	72	5	1178	2048	126	203	174	303	404	0	0	0				1767	3072	143	303	261	455	780	0	0	0				3298	5734	143	547	487	848	1040	0	0	0																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2		corruptrogue	CorruptRogue		CR	1													1	3		8	11	2	18	138	245	corruptrogue	corruptrogue	10	15	14	13				70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	100	100	-50	-40	-33						0	6	6	9	9	84	14	28	28	46	46	168	28	2				27	54	108	5	1256	2048	126	203	186	303	364	0	0	0				1884	3072	143	303	279	455	780	0	0	0				3517	5734	143	547	521	848	1040	0	0	0																																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3		corruptrogue	CorruptRogue		CR	1													2	3		8	14	2	30	143	248	corruptrogue	corruptrogue	10	15	14	13				80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1		CountessFirewall	A1	10																						100	100	100	-50	-40	-33						0	6	6	9	9	91	14	28	28	46	46	182	28	2				38	75	150	5	1358	2270	126	207	201	336	380	0	0	0				2037	3405	143	303	302	504	780	0	0	0				3802	6356	143	547	563	941	1040	0	0	0																																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4		corruptrogue	CorruptRogue		CR	1													2	4		10	17	2	33	145	252	corruptrogue	corruptrogue	10	15	14	13				90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	100	100	-50	-40	-33						0	6	6	9	9	98	14	28	28	46	46	196	28	2				50	99	198	5	1338	2250	126	207	198	333	380	0	0	0				2007	3375	143	303	297	500	780	0	0	0				3746	6300	143	547	554	932	1040	0	0	0																																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5		corruptrogue	CorruptRogue		CR	1													3	4		11	17	1	89	192	302	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	100	100	-50	-40	-33	20					0	11	6	9	9	105	14	56	28	46	46	210	28	2				60	120	240	5	1319	2169	128	203	195	321	368	0	0	0				1979	3254	143	303	293	482	780	0	0	0				3693	6073	143	547	546	899	1040	0	0	0																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1		baboon	Baboon		BB	1													1	2		10	17	1	68	170	281	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																										100	100	100	-50	-40	-33						0	9	0	0	28	35	18	46	0	0	140	70	35	2				27	54	108	5	2192	3062	126	252	324	453	368	102	453	552				3288	4593	165	352	486	680	720	153	680	780				6138	8574	165	634	907	1268	960	204	906	1040																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2		baboon	Baboon		BB	1													1	2		10	17	1	68	200	299	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																										100	100	100	-50	-40	-33						0	9	0	0	28	35	18	46	0	0	140	70	35	2				27	54	108	5	2192	3062	126	252	324	453	368	102	453	552				3288	4593	165	352	486	680	720	153	680	780				6138	8574	165	634	907	1268	960	204	906	1040																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3		baboon	Baboon		BB	1													1	2		10	18	1	81	178	284	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																										100	100	100	-50	-40	-33						0	13	0	0	29	35	18	63	0	0	147	70	35	2				32	63	126	5	2169	3062	128	255	321	453	376	102	453	564				3254	4593	165	352	482	680	720	153	680	780				6073	8574	165	634	899	1268	960	204	906	1040																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4		baboon	Baboon		BB	1													1	3		10	18	1	84	188	288	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																										100	100	100	-50	-40	-33						0	13	0	0	29	35	18	63	0	0	147	70	35	2				33	66	132	5	2169	3062	128	252	321	453	376	102	474	564				3254	4593	165	352	482	680	720	153	711	780				6073	8574	165	634	899	1268	960	204	948	1040																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5		baboon	Baboon		BB	1													2	3		10	20	1	92	192	292	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																										100	100	100	-50	-40	-33						0	14	0	0	31	35	18	70	0	0	154	70	35	2				36	72	144	5	2169	3062	128	255	321	453	368	102	453	552				3254	4593	165	352	482	680	720	153	680	780				6073	8574	165	634	899	1268	960	204	906	1040																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1		goatman	Goatman		GM	1													1	2		7	7	1	15	134	245	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33						0	14	0	0	0	70	0	70	0	0	0	140	0	2				8	15	30	5	2231	2777	77	239	330	411	356	0	0	0				3347	4166	90	287	495	617	510	0	0	0				6247	7776	90	518	924	1151	680	0	0	0																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2		goatman	Goatman		GM	1													1	2		8	8	1	23	138	248	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33						0	14	0	0	31	0	0	70	0	0	154	0	0	2				11	21	42	5	2313	2859	77	239	342	423	372	0	0	0				3470	4289	90	287	513	635	510	0	0	0				6476	8005	90	518	958	1184	680	0	0	0				A1	ltng					15	10	75		20	15	85																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3		goatman	Goatman		GM	1													1	2		10	10	1	28	138	270	goatman	goatman	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33						0	14	0	28	0	0	0	70	0	140	0	0	0	2				12	24	48	5	2270	2757	77	239	336	408	376	0	0	0				3405	4136	90	287	504	612	510	0	0	0				6356	7720	90	518	941	1142	680	0	0	0				A1	fire					20	30	50		25	40	70																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman4	56	goatman1	goatman5	3	HellClan	goatman4		goatman	Goatman		GM	1													2	3		13	13	1	73	175	284	goatman	goatman	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33			70			0	14	0	31	0	0	0	70	0	154	0	0	0	2				29	57	114	5	2352	2901	77	236	348	429	372	0	0	0				3528	4352	90	287	522	644	510	0	0	0				6586	8123	90	518	974	1201	680	0	0	0				A1	fire					25	30	50		30	40	70																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5		goatman	Goatman		GM	1													1	3		11	11	1	38	145	252	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33		50	50			0	14	14	21	0	0	0	70	70	105	0	0	0	2				17	33	66	5	2414	2960	77	239	357	438	364	0	0	0				3621	4440	90	287	536	657	510	0	0	0				6759	8288	90	518	1000	1226	680	0	0	0																																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	FallenShaman	fallenshaman1		fallen	FallenShaman	raises Fallen	FS	1							fallen1		1		2	6	1	1		6	6	2	8	132	245	fallenshaman	fallenshaman	12	15	14	13				45	50	55	60	65	70	100	90	80	24	24	26	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			50			0	4	0	28	0	0	0	21	0	140	0	0	0	2				6	12	24	5	1178	2048	126	212	174	303	404	0	0	0				1767	3072	113	479	261	455	630	0	0	0				3298	5734	113	864	487	848	840	0	0	0																																														Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
fallenshaman2	59	fallenshaman1	fallenshaman3	1	CarverShaman	fallenshaman2		fallen	FallenShaman	raises Carvers	FS	1							fallen2		1		2	6	1	1		6	6	2	25	138	248	fallenshaman	fallenshaman	12	15	14	13				55	60	65	70	75	75	100	90	80	24	24	26	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			60			0	4	0	29	0	0	0	21	0	147	0	0	0	2				11	21	42	5	1236	2048	126	212	183	303	372	0	0	0				1854	3072	113	479	275	455	630	0	0	0				3461	5734	113	864	512	848	840	0	0	0																																														Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
fallenshaman3	60	fallenshaman1	fallenshaman4	2	DevilkinShaman	fallenshaman3		fallen	FallenShaman	raises Devilkin	FS	1							fallen3		1		2	6	1	1		7	7	2	33	145	252	fallenshaman	fallenshaman	12	15	14	13				65	70	75	80	85	85	100	90	80	24	26	28	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			70			0	4	0	31	0	0	0	21	0	154	0	0	0	2				15	30	60	5	1338	2250	126	212	198	333	380	0	0	0				2007	3375	113	479	297	500	630	0	0	0				3746	6300	113	864	554	932	840	0	0	0																																														Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman4	61	fallenshaman1	fallenshaman5	3	DarkShaman	fallenshaman4		fallen	FallenShaman	raises Dark Ones	FS	1							fallen4		1		2	6	1	1		7	7	2	41	151	259	fallenshaman	fallenshaman	12	15	14	13				70	80	85	85	90	90	100	90	80	24	26	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			80			0	4	0	32	0	0	0	21	0	161	0	0	0	2				18	36	72	5	1358	2211	126	212	201	327	368	0	0	0				2037	3317	113	479	302	491	630	0	0	0				3802	6191	113	864	563	916	840	0	0	0																																														Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
