index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Nephew	100	1		1	1	130	126	9wd	Ancient Sword			5	10000	1	1	3					vit/lvl	4			swing2		20	20	hp/lvl	8			regen		15	15	mana%		15	15	dmg%		250	250	allskills		2	2																					0
Corpse	100	1		1	1	130	126	92h	Espadon			5	10000	1	0	18					red-dmg%		10	15	dmg%/lvl	10			ignore-ac		1	1	thorns/lvl	10			dmg%		250	260	swing3		50	50																									0
Wedge	100	1		1	1	132	130	9cm	Dacian Falx			5	10000	1	0	9					dmg-ac		10	20	indestruct		1	1	vit		10	15	reduce-ac		50	60	allskills		2	2	dmg%		270	270																									0
Thief King	100	1		1	1	136	132	9gs	Tusk Sword			5	10000	1	1	6					ignore-ac		1	1	dmg/lvl	8			nofreeze		1	1	dmg-cold	100	50	60	dmg%		280	280	swing2		20	20																									0
Sleepy	100	1		1	1	138	136	9b9	Gothic Sword			5	10000	1	0	12					knock		1	1	half-freeze		1	1	swing2		20	20	move2		20	20	lifesteal		4	4	dmg%		280	280	manasteal		4	4	mana-kill		10	10	demon-heal		10	10													0
Sword Mown	100	1		1	1	140	138	9fb	Zweihander			5	10000	1	0	16					dmg-ltng		50	200	balance2		20	20	abs-mag%		10	20	regen-stam		10	20	dmg%		280	280	ignore-ac		1	1	lifesteal		10	10																					0
Careful One	100	1		1	1	144	144	9gd	Executioner Sword			5	10000	1	1	19					mag%/lvl	14			swing3		40	40	dmg%/lvl	8			dmg/lvl	8			red-dmg%		10	15	dmg%		300	310	lifesteal		5	6	manasteal		5	6	str/lvl	8															0
Stormy	100	1		1	1	104	96	9dg	Poignard			5	10000	0							mana%		20	25	mana-kill		5	10	mana/lvl	8																																							0
Wide Famed	100	1		1	1	114	108	9di	Rondel			5	10000	0							mana/lvl	10			mana%		20	30	cast2		20	20	allskills		1	1																																	0
Cooler	100	1		1	1	120	114	9kr	Cinquedeas			5	10000	0							allskills		2	2	cast3		30	30	mana%		30	40																																					0
Iron Grim	100	1		1	1	128	124	9bl	Stilleto			5	10000	1	1	9					allskills		3	3	cast3		40	40	mana%		40	50	mana/lvl	12			regen-mana		50	60	regen		12	15																									0
Gleaming	100	1		1	1	102	94	9sr	War Spear			5	10000	1	1	3					mana-kill		10	20	att%		5	10	swing2		20	20	slow		10	20	thorns		60	70	dmg%		180	190	hit-skill	42	50	50	knock		1	1																	0
Evil Thorn	100	1		1	1	106	100	9tr	Fuscina			5	10000	1	0	6					dmg-to-mana		10	30	abs-cold%		10	30	regen-mana		10	30	dmg%/lvl	8			mana%		5	10	dmg%		180	190																									0
Mountain Roarer	100	1		1	1	112	106	9br	War Fork			5	10000	1	1	20					sock	2			lifesteal		9	9	manasteal		9	9	balance2		20	20	dmg%		190	200	swing2		20	20	indestruct		1	1																					0
Strife Keen	100	1		1	1	118	112	9st	Yari			5	10000	1	0	7					freeze		50	60	dmg-norm		20	40	dmg-mag		30	40	str/lvl	8			dmg%		160	200	swing1		10	10	ac%		10	20																					0
Swift	100	1		1	1	122	118	9p9	Lance			5	10000	1	1	18					swing2		20	20	move2		20	20	hp%		10	20	bar		2	2	dmg-norm		50	60	dmg-mag		60	70	dmg%		200	270	lifesteal		10	20	balance3		30	30	manasteal		10	20									0
Wind	100	1		1	1	128	124	9b7	Lochaber Axe			5	10000	1	1	5					dur%		50	50	swing2		30	30	mag%/lvl	10			red-dmg%		20	20	mag%		50	60	sock	6																											0
Lordly	100	1		1	1	130	126	9vo	Bill			5	10000	1	1	10					dmg-ac		20	20	knock		1	1	move2		20	20	red-dmg		40	50	dmg/lvl	10			dmg%		200	234																									0
Howling Wolf	100	1		1	1	130	126	9s8	Battle Scythe			5	10000	1	0	5					hit-skill	121	30	30	mana%		10	10	swing2		30	30	regen		10	10	dmg%/lvl	10			dmg%		190	220																									0
Grip	100	1		1	1	132	130	9pa	Partizan			5	10000	1	1	6					nofreeze		1	1	ignore-ac		1	1	allskills		1	1	manasteal		8	8	dmg-norm		30	40	dmg%		180	220	abs-mag		10	20																					0
Hare	100	1		1	1	136	132	9h9	Bec-de-Corbin			5	10000	1	0	7					regen-mana		120	120	deadly		10	10	res-all-max		10	10	dmg-norm		20	32	dmg%		160	200	swing2		20	20																									0
Middle Log	100	1		1	1	136	136	9wc	Grim Scythe			5	10000	1	1	16					dmg%		190	220	dmg%/lvl	10			dmg/lvl	8			thorns		8	8	ease		-50	-50	ignore-ac		1	1	red-dmg%		1	30	swing3		30	30																	0
Craver	100	1		1	1	94	84	8ss	Jo Staff			5	10000	1	0	9					cast3		30	30	mag%/lvl	4			mana		175	175	regen-mana		50	50	mag%		80	90	enr		20	30	allskills		3	3																					0
Fool	100	1		1	1	102	94	8ls	Quarterstaff			5	10000	1	1	10					sor		3	3	cast3		40	40	mana/lvl	8			mana%		10	20	block2		20	20	ac%		200	200	balance2		50	50	block		10	10	abs-ltng%		10	10													0
Raving	100	1		1	1	112	106	8cs	Cedar Staff			5	10000	1	0	12					sor		3	3	nofreeze		1	1	mana%		10	10	regen-mana		70	80	hp%		20	25	mana/lvl	8			skilltab	5	1	1	skilltab	4	1	1																	0
Sun Blind	100	1		1	1	122	118	8bs	Gothic Staff			5	10000	1	1	6					sor		3	3	move3		30	30	cast3		30	30	mana%		20	20	regen		15	15	mana/lvl	12			ac%		200	200	regen-mana		30	30																	0
Mighty Cairn Dweller	100	1		1	1	128	124	8ws	Rune Staff			5	10000	1	1	3					vit/lvl	8			mana-kill		20	20	sor		4	4	mag%/lvl	12			mag%		120	130	cast3		50	50	red-dmg%		15	20	mana%		15	20	regen-mana		50	50	enr/lvl	8											0
Northerly	100	1		1	1	94	84	8sb	Edge Bow			5	10000	1	0	6					dmg-mag		30	40	str/lvl	12			mana/lvl	24			swing3		30	30	dmg%		200	220	lifesteal		10	10	hit-skill	53	20	20																					0
Mead Seeker	100	1		1	1	102	94	8hb	Razor Bow			5	10000	1	1	9					slow		10	20	dmg%		180	220	red-dmg%		40	50	nofreeze		1	1	swing2		30	30	openwounds		40	50																									0
Limb Shaker	100	1		1	1	106	100	8lb	Cedar Bow			5	10000	1	1	10					ignore-ac		1	1	mag%/lvl	8			dmg%		200	220	pierce		80	80	dmg-ltng		60	70	manasteal		10	10																									0
Stained	100	1		1	1	114	108	8cb	Double Bow			5	10000	1	0	15					demon-heal		10	10	dmg%/lvl	10			block		10	15	slow		10	20	dmg%		180	220	dmg-cold	75	15	30																									0
Ancient Bow	100	1		1	1	122	118	8s8	Short Siege Bow			5	10000	1	1	4					ignore-ac		1	1	deadly/lvl	8			crush/lvl	8			dmg%/lvl	8			dmg%		180	220	swing2		20	20	dmg/lvl	8																							0
Frenzy Seeker	100	1		1	1	128	124	8l8	Long Siege Bow			5	10000	1	0	16					mag%/lvl	16			dmg%		190	230	ac%		200	200	knock		1	1	hp/lvl	16			dmg-demon		400	400	dmg-mag		40	50																					0
Craggy	100	1		1	1	132	130	8sw	Rune Bow			5	10000	1	0	7					slow		40	50	knock		1	1	nofreeze		1	1	dmg%		200	240	dmg%/lvl	8			swing2		20	20																									0
Grumbler	100	1		1	1	140	138	8lw	Gothic Bow			5	10000	1	1	11					dmg%		200	250	swing2		20	20	crush		40	50	dmg-mag		60	70	ignore-ac		1	1	block		30	30	regen		12	12																					0
Trotter	100	1		1	1	104	96	8lx	Arbalest			5	10000	1	0	16					lifesteal		3	4	dmg%		200	220	regen-stam		50	50	mana%		50	50	dmg-max		15	30	slow		15	15	dmg-ltng		50	120																					0
Dripper	100	1		1	1	114	108	8mx	Siege Crossbow			5	10000	1	1	12					abs-fire%		15	20	knock		1	1	pierce		60	70	ease		-60	-60	hit-skill	62	10	30	swing2		10	10	dmg%		200	220																					0
Feisty	100	1		1	1	128	124	8hx	Balista			5	10000	1	0	10					sock	6			swing2		20	20	dmg%/lvl	8			dmg/lvl	8			dmg%		220	230																													0
Dawdler	100	1		1	1	148	148	8rx	Chu-Ko-Nu			5	10000	1	1	6					freeze		80	90	vit/lvl	10			pierce		66	66	mag%/lvl	24			deadly/lvl	10			dmg%		220	240	swing2		20	20																					0
Wolf Fire	100	1		1	1	94	84	xap	War Hat			3	10000	1	0	8					hp%		7	7	mana%		7	7	mana-kill		7	7	demon-heal		7	7	regen		6	12	ac%		120	120																									0
Swooping Hood	100	1		1	1	102	94	xkp	Sallet			3	10000	1	0	18					abs-ltng%		12	12	mag%/lvl	12			cast3		30	30	ac%		160	220	sor		1	2	nec		1	2	regen-mana		20	25																					0
Sea Urchin	100	1		1	1	112	106	xlm	Casque			3	10000	0							sock	3			allskills		2	2	ac%		300	350	ac%/lvl	24																																			0
Skin Cloak	100	1		1	1	120	114	xhl	Basinet			3	10000	1	1	5					crush		5	15	swing2		20	20	nofreeze		1	1	manasteal		5	5	red-dmg		5	10	noheal		1	1	res-all		5	5																					0
Ugly	100	1		1	1	136	132	xhm	Winged Helm			3	10000	1	0	6					ac%		150	200	move2		20	20	ignore-ac		1	1	bar		1	2	slow		5	15																													0
Iron Sax	100	1		1	1	148	148	xrn	Grand Crown			3	10000	1	1	4					regen		8	10	pierce		70	70	ama		1	2	block		60	60	res-ltng		50	80	ac%		160	200	mag%		5	15																					0
Pricker	100	1		1	1	128	124	xsk	Death Mask			3	10000	1	1	9					allskills		1	1	move2		20	20	stamdrain		50	50	nofreeze		1	1	balance2		20	20	ac%		180	220																									0
Moon	100	1		1	1	128	124	xh9	Grim Helm			3	10000	1	1	9					manasteal		6	8	lifesteal		6	8	allskills		1	1	mag%		50	60	mag%/lvl	12			ac%		100	100	dmg%		20	30	ac%/lvl	12			hp%		10	10	swing2		20	20									0
Ungladdener	100	1		1	1	94	84	xui	Ghost Armor			3	10000	1	0	9					move2		20	20	abs-mag%		10	20	thorns/lvl	12			hp/lvl	12			ac%		170	170																													0
Unshrouded	100	1		1	1	96	88	xea	Serpentskin Armor			3	10000	1	1	8					ac%		180	180	mana%		10	15	hp%		10	15	str/lvl	14			hit-skill	121	20	20																													0
Seemly	100	1		1	1	102	94	xla	Demonhide Armor			3	10000	1	1	11					allskills		2	2	regen-mana		50	60	indestruct		1	1	mana-kill		10	10	ac%		150	190	demon-heal		10	10																									0
Mighty Worker	100	1		1	1	106	100	xtu	Trellised Armor			3	10000	1	1	15					dmg-ltng		110	220	dmg-pois	150	110	220	dmg-cold	150	110	220	dmg-fire		110	220	ac%/lvl	24			ac%		50	100																									0
Stodgy	100	1		1	1	112	106	xng	Linked Mail			3	10000	1	0	12					move1		10	10	hp/lvl	8			deadly/lvl	4			nofreeze		1	1	ac%		120	160	vit/lvl	6			freeze		40	80																					0
Bellower	100	1		1	1	118	112	xcl	Tigulated Mail			3	10000	1	0	6					red-dmg%		10	20	ac%		180	190	regen		15	15	block		15	15	block3		30	30	ac%/lvl	8																											0
Grove	100	1		1	1	120	114	xhn	Mesh Armor			3	10000	1	0	5					swing2		20	20	mag%		120	150	mag%/lvl	16			ac%		220	230																																	0
Thistle Beater	100	1		1	1	128	124	xrs	Cuirass			3	10000	1	1	4					hp%		10	15	ac/lvl	10			regen		15	15	ac%		160	200	slow		10	20	move1		10	10																									0
Swarthy Finn	100	1		1	1	130	126	xpl	Russet Armor			3	10000	1	0	5					allskills		2	2	red-dmg%		10	10	ac%		160	200	indestruct		1	1	red-mag%		10	10	ac		120	140	ac/lvl	16			block3		30	30	ignore-ac		1	1													0
Inheritor	100	1		1	1	138	136	xlt	Templar Coat			3	10000	1	1	8					dmg%/lvl	8			allskills		1	1	ac%		220	230	hp%		10	20	res-all		20	20	swing2		20	20	block		20	20																					0
Savage	100	1		1	1	146	144	xld	Sharktooth Armor			3	10000	1	1	19					red-mag%		20	30	ac		100	120	hp		30	60	thorns		20	60	manasteal		3	5	ac%		160	220	dur%		50	60																					0
Engulfer	100	1		1	1	154	154	xth	Embossed Plate			3	10000	1	0	12					red-dmg%		20	30	dex/lvl	5			enr/lvl	5			str/lvl	5			vit/lvl	5			crush/lvl	8			ac%		180	190	gold%/lvl	48																			0
Strife	100	1		1	1	158	160	xul	Chaos Armor			3	10000	0	0						allskills		2	2	swing2		20	20	nofreeze		1	1	mana-kill		10	10	ac%		140	200	hp%		20	20																									0
Flapper	100	1		1	1	164	166	xar	Ornate Armor			3	10000	1	1	3					block3		30	30	vit/lvl	8			balance3		30	30	hit-skill	55	5	30	ac%		180	190	gethit-skill	42	10	20	att-skill	66	20	20																					0
Bargain Grasper	100	1		1	1	154	154	xtp	Mage Plate			3	10000	1	0	12					cast3		30	30	mana-kill		5	6	nec		3	3	enr/lvl	8			sor		3	3	ac%		160	180	demon-heal		2	3	block3		30	30	ac%/lvl	8			ease		40	50									0
Fire Steamer	100	1		1	1	94	84	xuc	Defender			3	10000	1	0	12					gethit-skill	121	40	50	hp/lvl	12			block		30	30	ac%		150	170	red-mag%		5	10																													0
Mouth Rider	100	1		1	1	102	94	xml	Round Shield			3	10000	1	0	6					allskills		2	2	block		25	25	freeze		10	20	ac%		180	220	block2		30	30	hp%		5	10																									0
Shaker	100	1		1	1	112	106	xrg	Scutum			3	10000	1	1	8					dmg-cold	125	5	10	block		20	20	nofreeze		1	1	res-all		5	10	swing1		10	10	ac%		180	220	dmg%/lvl	6																							0
Skin Breeches	100	1		1	1	120	114	xit	Dragon Shield			3	10000	1	1	19					att-skill	8	10	10	lifesteal		4	5	deadly/lvl	6			res-all		25	35	ac%		180	200	openwounds		5	10	red-mag%		10	20																					0
Altar Troll	100	1		1	1	136	132	xow	Pavise			3	10000	1	1	5					mag%		70	80	mag%/lvl	8			regen		15	15	ac%		180	240	dur		100	100	block		30	30	res-all		20	30																					0
Frost Gerd	100	1		1	1	150	150	xts	Ancient Shield			3	10000	1	0	3					nofreeze		1	1	lifesteal		5	10	move2		20	20	ac%		180	240	str/lvl	8			block2		20	20	ignore-ac		1	1	dur		20	20																	0
Skull Tower	100	1		1	1	128	124	xsh	Grim Shield			3	10000	1	1	9					sor		2	2	nec		2	2	cast3		30	30	mana-kill		3	5	ac%		200	240	enr/lvl	4			mana/lvl	8			regen-mana		50	60																	0
Continual Caution	100	1		1	1	112	106	xpk	Barbed Shield			3	10000	1	0	16					bar		5	5	move3		30	30	mag%/lvl	16			red-mag%		20	30	ac%		250	280	deadly/lvl	8			ac%/lvl	8			crush/lvl	8			vit/lvl	4															0
Clutches	100	1		1	1	96	88	xlg	Demonhide Gloves			5	10000	1	0	6					nofreeze		1	1	balance3		30	30	abs-cold%		10	20	dmg-mag		20	40	mana-kill		5	5	ac		40	50	ac%/lvl	8																							0
Whale Skin	100	1		1	1	102	96	xvg	Sharkskin Gloves			5	10000	1	0	2					dmg%/lvl	8			str/lvl	6			dmg/lvl	6			swing1		10	10	ac%		140	180																													0
Middle Man	100	1		1	1	114	108	xmg	Heavy Bracers			5	10000	1	0	11					allskills		2	2	cast3		30	30	mana-kill		4	4	hp%		5	5	ac%		150	190																													0
Brawlers	100	1		1	1	130	126	xtg	Battle Gauntlets			5	10000	1	0	4					ama		3	3	dmg%		50	80	hit-skill	66	5	5	swing2		20	20	ac%		150	200	dmg-ltng		50	60	crush/lvl	6																							0
Kin Fighter	100	1		1	1	144	142	xhg	War Gauntlets			5	10000	1	0	7					ignore-ac		1	1	nofreeze		1	1	ac%		150	200	indestruct		1	1	sock	2			slow		10	20	swing2		20	20	ac%/lvl	16			hp%		15	20	freeze		10	20									0
Flaxen	100	1		1	1	96	88	xlb	Demonhide Boots			5	10000	1	0	9					abs-mag%		10	10	move3		30	30	allskills		1	1	res-all		30	30	stamdrain		20	20	ac%		150	170	gold%/lvl	24			ac		25	25																	0
Raven Rock	100	1		1	1	104	96	xvb	Sharkskin Boots			5	10000	1	0	18					swing2		20	20	move3		30	30	str/lvl	6			ac%		190	220	hp		45	65	dmg-mag		30	40	balance2		20	20																					0
Sorrowful	100	1		1	1	114	108	xmb	Mesh Boots			5	10000	1	0	7					ac%		150	190	ignore-ac		1	1	hp%		15	15	mana%		10	10	move3		30	30	ac%/lvl	16			dmg%/lvl	8																							0
Eternal	100	1		1	1	130	126	xtb	Battle Boots			5	10000	1	0	3					block3		30	30	enr/lvl	6			mag%/lvl	8			indestruct		1	1	move2		20	20	ac%		190	220	allskills		2	2	regen-mana		20	30	mana%		10	10													0
Smear	100	1		1	1	144	142	xhb	War Boots			5	10000	1	0	17					freeze		50	60	dmg-mag		30	40	move2		30	30	crush/lvl	8			slow		10	20	ac%		160	200	indestruct		1	1	ama		2	2																	0
Night	100	1		1	1	96	88	zlb	Demonhide Sash			5	10000	1	0	3					mag%/lvl	8			manasteal		4	5	lifesteal		4	5	ac%		180	190	ac		40	40	dur%		40	40																									0
Harm	100	1		1	1	102	96	zvb	Sharkskin Belt			5	10000	1	0	3					res-all		10	20	mana%		10	20	nec		1	1	ac		15	15	ac%		120	150	sor		1	1	cast3		30	30																					0
Shrieker	100	1		1	1	118	108	zmb	Mesh Belt			5	10000	1	0	16					move2		20	20	dmg/lvl	4			slow		10	20	ac%		170	180	hp		40	50	regen-mana		30	40																									0
Sleep Maker	100	1		1	1	128	126	ztb	Battle Belt			5	10000	1	0	10					mana-kill		5	5	demon-heal		5	5	balance3		30	30	abs-ltng%		5	10	ac%		180	190	mag%		30	40																									0
Clatter Nose	100	1		1	1	144	142	zhb	War Belt			5	10000	1	0	4					allskills		2	2	hp%		10	10	ignore-ac		1	1	manasteal		5	5	ac%		190	220	lifesteal		5	5	ac%/lvl	8			str/lvl	6			dmg%/lvl	6															0
Thor's Cap	100	1		1	1	180	186	uap	Shako			3	10000	1	1	9					allskills		2	3	cast3		50	50	mana%		30	40	mag%/lvl	12			red-dmg%		20	30	vit/lvl	4			indestruct		1	1	ac%/lvl	16			ac%		150	200													0
Thor's Horns	100	1		1	1	190	190	uhm	Spired Helm			3	10000	1	1	6					ac%/lvl	16			ac/lvl	8			vit/lvl	6			str/lvl	6			dex/lvl	6			indestruct		1	1	dmg%/lvl	10			dmg/lvl	12			balance3		40	40	swing2		20	20									0
Thor's Fleece	100	1		1	1	190	190	utu	Wire Fleece			3	10000	1	1	6					ac%		150	200	lifesteal		10	10	mag%/lvl	16			manasteal		10	10	move3		30	30	ac%/lvl	16			balance2		30	30	dmg%/lvl	8			nofreeze		1	1	swing3		30	30									0
Thor's Battle Dress	100	1		1	1	190	190	upl	Balrog Skin			3	10000	1	1	19					ac%		150	180	cast3		40	40	allskills		4	4	red-dmg%		25	25	hp%		20	20	block		20	20	regen		14	14	indestruct		1	1	ease		60	60													0
Thor's Small Shield	100	1		1	1	174	184	uml	Luna			3	10000	1	0	8					cast3		40	40	ac%		160	200	allskills		3	3	mana-kill		10	10	mana%		15	15	hp/lvl	10			block2		50	50	nofreeze		1	1																	0
Thor's Large Shield	100	1		1	1	190	190	uit	Monarch			3	10000	1	0	4					ac/lvl	30			red-dmg%		35	35	swing2		20	20	indestruct		1	1	block2		35	35	dmg%/lvl	8			block		25	25	att%		15	15	mag%/lvl	8															0
Thor's Blade	100	1		1	1	184	190	7bt	Decapitator			5	10000	1	1	3					dmg/lvl	6			deadly/lvl	4			dmg%/lvl	24			nofreeze		1	1	indestruct		1	1	dmg%		140	160	ignore-ac		1	1	lifesteal		6	6	manasteal		6	6													0
Thor's Axe	100	1		1	1	190	190	7ga	Champion Axe			5	10000	1	1	8					dmg%/lvl	24			dmg%		200	200	dmg/lvl	6			str/lvl	4			vit/lvl	4			crush/lvl	4			swing2		20	20	indestruct		1	1	dmg-cold	125	80	160													0
Thor's Spike	100	1		1	1	182	190	7mt	Devil Star			5	10000	1	1	9					dex/lvl	4			dmg%		200	200	dmg%/lvl	16			dmg-max		40	50	swing2		40	40	indestruct		1	1	dmg-ltng		50	240	nofreeze		1	1	ignore-ac		1	1	mag%/lvl	16											0
Thor's Maul	100	1		1	1	190	190	7wh	Legendary Mallet			5	10000	1	1	17					ignore-ac		1	1	crush/lvl	6			hp%		20	20	dmg-mag		70	180	swing2		20	20	dmg%/lvl	24			indestruct		1	1	dmg%		100	130	allskills		3	3	dmg-cold	125	80	160									0
Thor's Hammer	100	1		1	1	190	190	7gm	Thunder Maul			5	10000	1	1	12					swing2		20	20	indestruct		1	1	dmg%/lvl	16			dmg/lvl	16			deadly/lvl	6			att-skill	66	15	15	dmg%		240	260	mag%/lvl	16			red-dmg%		30	30	ignore-ac		1	1									0
Thor's Glass Sword	100	1		1	1	172	174	7cr	Phase Blade			5	10000	1	0	4					ignore-ac		1	1	att-skill	66	10	15	mana-kill		15	15	abs-mag/lvl	8			swing2		20	20	dmg-cold	125	50	200	dmg-ltng		50	200	slow		10	20	dmg%		200	260	dmg-norm		30	40									0
Thor's Long Sword	100	1		1	1	190	190	7b7	Champion Sword			5	10000	1	1	6					regen		15	15	dmg%		180	250	swing2		20	20	indestruct		1	1	dmg-norm		40	120	ignore-ac		1	1	deadly/lvl	8			dmg%/lvl	8																			0
Odin's Sword	100	1		1	1	190	190	7gd	Colossus Blade			5	10000	1	1	18					str/lvl	6			crush/lvl	6			hp/lvl	8			vit/lvl	4			dmg-mag		50	200	hp		80	80	dmg/lvl	20			indestruct		1	1	dmg%		200	280													0
Thor's Knife	100	1		1	1	180	184	7dg	Bone Knife			5	10000	1	1	7					mana/lvl	16			regen-mana		30	40	mana%		15	15	res-all		75	75	indestruct		1	1	cast3		50	50	allskills		5	5	block		10	15																	0
Constricting Ring	100	1		1	1	190	190	rin	Ring			5	10000	1	1	6					res-all		100	100	regen		30	30	mag%		100	100	res-all-max		15	15	mag%/lvl	8																															0
Thor's Scythe	100	1		1	1	190	190	7wc	Giant Thresher			5	10000	1	1	3					balance3		30	30	ignore-ac		1	1	dmg%		190	270	dmg/lvl	8			lifesteal		5	10	swing2		30	30	indestruct		1	1	crush		60	80	mag%/lvl	12			ac%		120	170									0
Thor's Bow	100	1		1	1	190	190	6l7	Crusader Bow			5	10000	1	1	3					ignore-ac		1	1	hp%		15	20	dmg%/lvl	16			dmg%		200	200	ama		1	1	dex		25	25	dmg/lvl	4			deadly/lvl	6			att-skill	66	5	10													0
Odin's Bow	100	1		1	1	190	190	6lw	Hydra Bow			5	10000	1	1	12					dmg-pois	125	200	200	dmg/lvl	8			abs-cold%		10	10	manasteal		10	10	pierce		90	100	dmg%		300	300	swing2		30	30	str		20	20	lifesteal		15	15	abs-ltng%		15	15	dmg-min		150	150					0
Thrice Butt	100	1		1	1	172	174	rin	Ring			5	10000	1	1	18					swing2		20	20	allskills		1	1	lifesteal		3	5	manasteal		3	5	dmg/lvl	4																															0
Gentle Wind	100	1		1	1	150	150	amu	Amulet			5	10000	1	1	19					allskills		2	2	cast3		40	40	mana%		5	10	enr/lvl	4			nofreeze		1	1																													0
Whale Head	100	1		1	1	190	190	amu	Amulet			5	10000	1	1	15					crush/lvl	4			deadly/lvl	4			slow		10	20	openwounds		20	30	mana-kill		5	5	demon-heal		5	5	dmg%/lvl	4			block3		30	30	res-all		15	15													0
Power Yeller	100	1		1	1	150	150	amu	Amulet			5	10000	1	1	4					dmg-to-mana		10	20	red-dmg%		5	15	mag%/lvl	8			res-all		10	20	hp%		5	10	lifesteal		3	6	ac/lvl	8																							0
Foreign	100	1		1	1	190	190	amu	Amulet			5	10000	1	1	19					allskills		4	4	nofreeze		1	1	vit/lvl	4			move2		20	20	enr/lvl	4			dmg-ltng		50	200	att-skill	66	3	10	gethit-skill	44	10	30																	0
Mountain Man	100	1		1	1	156	180	amu	Amulet			5	10000	1	1	12					lifesteal		5	10	freeze		40	50	manasteal		5	10	mag%/lvl	8			pierce		10	20	att%		20	20																									0
Bone Wood	100	1		1	1	138	136	rin	Ring			5	10000	1	1	2					slow		5	10	regen-stam/lvl	8			balance2		20	20	hp%		5	10	red-mag%		10	20	res-all		20	30																									0
Bowed	100	1		1	1	138	136	rin	Ring			5	10000	1	1	6					mana-kill		5	10	dmg-pois	75	50	100	dmg-cold	75	50	100	dmg-mag		10	70	dmg-ltng		50	100	dmg-fire		50	100	dmg%/lvl	8																							0
Glory Horse	100	1		1	1	190	190	amu	Amulet			5	10000	1	1	20					res-all		5	10	red-mag%		10	20	swing2		20	20	allskills		1	1	abs-cold%		10	20	abs-fire%		10	20	abs-ltng%		10	20	abs-pois%		10	20	abs-mag%		10	20													0
Little Scrap	100	1		1	1	144	142	amu	Amulet			5	10000	1	1	18					allskills		3	3	nofreeze		1	1	ac%/lvl	8			vit/lvl	4			mana-kill		10	10	vit		12	12																									0
Heimdall's Blockade	100	1		1	1	168	180	uts	Ward			5	10000	1	1	0					ac%/lvl	8			block		15	25	res-all		1	20	allskills		1	2	sock	3			red-dmg%		1	10	red-mag		1	10	move3		-10	-10																	0
Loki's Rage	100	1		1	1	160	160	7b8	Winged Axe			5	10000	1	1	8					dmg%		200	250	swing3		10	20	lifesteal		5	5	skill	135	1	5	stack		100	120	rep-quant	80			dmg%/lvl	4																							0
Black	100	1		1	1	160	170	rin	Ring			5	10000	1	1	3					dmg%		30	50	lifesteal		1	5	regen		-30	-30	regen-mana		-30	-30	res-all-max		-5	-5	swing3		25	25																									0
White	100	1		1	1	160	170	rin	Ring			5	10000	1	1	0					ac%		30	50	manasteal		1	5	regen		30	30	regen-mana		30	30	res-all		10	20	block		25	25																									0
Gift of the Gods	100	1		1	1	176	190	uar	Sacred Armor			5	10000	1	1	19					ac%		150	200	balance3		10	20	nofreeze	1			indestruct	1			res-all-max		1	10	red-dmg		10	25	allskills		1	1																					0
Valhalla's Treasure	100	1		1	1	160	170	amu	Amulet			5	10000	1	1	20					allskills		1	1	res-all		1	20	red-mag		5	15	light		1	5	ac		50	100	hit-skill	121	1	25																									0
Alreks Axe of Pain	100	1		1	1	24	16	hax	Hand Axe			5	10000	1	1	8					swing2		20	20	bar		1	1	dmg%		50	50	str		6	6	att		60	60																													0
Snake in the Eye	100	1		1	1	50	38	axe	Axe			5	10000	1	1	11					stupidity		40	40	swing1		10	10	dmg%		100	100	lifesteal		6	6	sock	2																															0
The Bow of Swiftness	100	1		1	1	84	60	lbb	Long Battle Bow			5	10000	1	1	6					ama		1	1	swing3		30	30	move2		20	20	dmg-cold	230	30	50	dex		10	10	abs-cold%		10	10	light-thorns		20	20																					0
Grimhild Groa Bow	100	1		1	1	90	70	rxb	Repeating Crossbow			5	10000	1	1	3					knock		1	1	dmg-pois	230	50	100	swing1		10	10	half-freeze		1	1	deadly		40	40	res-pois-len		75	75																									0
Helm of Carnage	100	1		1	1	60	40	hlm	Helm			5	10000	1	1	2					dmg%		100	100	lifesteal		7	7	noheal		1	1	str/lvl	1																																			0
Bull Bears Defense	100	1		1	1	66	50	stu	Studded Leather			5	10000	1	1	10					ac%		20	20	dmg-undead		200	200	slow		20	20	res-fire		40	40	balance2		20	20	stamdrain		40	40																									0
Absent Minded	100	1		1	1	98	78	ltp	Light Plate			5	10000	1	1	0					pal		1	1	block2		20	20	hp		40	40	swing2		20	20	dmg-max		20	20	lifesteal		5	5																									0
Finehair Skulls	100	1		1	1	74	60	bsh	Bone Shield			5	10000	1	1	3					nec		1	1	enr/lvl	1			abs-mag%		15	15	mana-kill		15	15	cast2		20	20	ac%		10	10																									0
Rennirs Skullgrinder	100	1		1	1	80	60	mau	Maul			5	10000	1	0	8					dmg%		250	300	swing2		20	20	mag%		30	30	dmg-cold	200	20	40	dmg-fire		30	40	dmg-ltng		1	150	sock	1																							0
