name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Flying Knife	tkni		7tk	dgr	7tk	100		2	1	34	80					23	54	15			75	75	62	183	8		102	77	215	3017			dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	200	75	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Flying Axe	taxe		7ta	hax	7ta	100		2	1	26	97					15	66	15		10	75	75	114	140	20		90	67	230	2712			hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	180	32	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Winged Knife	tkni		7bk	dgr	7bk	100		2	1	40	51					23	39	15		-20	75	75	59	185	26		123	91	248	3756			dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	200	60	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Winged Axe	taxe		7b8	hax	7b8	100		2	1	16	84					7	60	15		-10	75	75	125	159	21		128	96	251	3912			hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	180	24	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Hyperion Javelin	jave		7ja	jav	7ja	100		4	1	31	85					28	55	14	2	-10	75	75	127	160	13		86	64	211	2556			jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	100	60	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stygian Pilum	jave		7pi	pil	7pi	100		4	1	20	94					21	75	14	2		75	75	153	146	16		99	74	220	2947			pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	90	50	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Balrog Spear	jave		7s7	jav	7s7	100		4	1	49	93					40	62	14	2	10	75	75	165	124	18		114	85	232	3405			jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	80	40	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ghost Glaive	jave		7gl	glv	7gl	100		4	1	28	89					30	85	14	2	20	75	75	116	178	21		126	94	241	3815			glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	75	20	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Winged Harpoon	jave		7ts	pil	7ts	100		4	1	40	51					11	77	14	2	-10	75	75	99	189	23		136	104	199	3870			pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	80	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Hyperion Spear	spea		7sr	spr	7sr	100		4	1				1	51	177			17	3	-10	100		202	156	39		93	69	15900	59607			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	8	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stygian Pike	spea		7tr	tri	7tr	100		4	1				1	43	213			17	3		100		218	126	46		106	78	17347	73776			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	8	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Mancatcher	spea		7br	brn	7br	100		4	1				1	62	136			17	4	-20	100		172	174	36		118	88	14658	70262			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	8	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ghost Spear	spea		7st	tri	7st	100		4	1				1	27	230			17	4		100		159	212	36		133	99	17248	92224			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	8	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
War Pike	spea		7p7	pik	7p7	100		4	1				1	49	265			17	4	20	100		215	138	33		136	106	16070	88185			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	8	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ogre Axe	pole		7o7	hal	7o7	100		4	1				1	42	216			17	2		100		254	98	65		96	72	9871	39048			hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	8	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Colossus Voulge	pole		7vo	hal	7vo	100		4	1				1	26	246			17	2	10	100		273	72	65		102	77	12822	53445			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	8	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Thresher	pole		7s8	scy	7s8	100		4	1				1	18	209			17	1	-10	100		198	153	85		114	85	11086	51570			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	8	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Cryptic Axe	pole		7pa	hal	7pa	100		4	1				1	49	223			17	3	10	100		215	134	85		126	94	16509	84139			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	8	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Great Poleaxe	pole		7h7	pax	7h7	100		4	1				1	69	189			17	4		100		233	129	72		134	101	21554	115940			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	8	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Giant Thresher	pole		7wc	scy	7wc	100		3	1				1	59	169			17	4	-10	100		244	182	72		136	106	17692	96802			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	8	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Walking Stick	staf		6ss	bst	6ss	100		2	1				1	103	127			17	1	-10	100		33	0	26		93	69	8154	31527	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Stalagmite	staf		6ls	sst	6ls	100		2	1				1	111	159			17	1	10	100		82	46	39		106	78	5367	24358	1		sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Elder Staff	staf		6cs	cst	6cs	100		2	1				1	119	138			17	1		100		57	48	46		118	88	9048	44316	1		cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shillelah	staf		6bs	sst	6bs	100		2	1				1	97	161			17	1		100		68	35	52		133	99	7986	44178	1		sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Archon Staff	staf		6ws	lst	6ws	100		2	1				1	123	147			17	1	10	100		44	0	34		136	106	10001	55943	1		lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	8	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Spider Bow	bow		6sb	sbw	6sb	100		2	1				1	51	74			13		-20		100	83	186	26	1	88	66	21091	74376			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Blade Bow	bow		6hb	sbw	6hb	100		2	1				1	47	61			13		-20		100	99	155	42	1	96	72	21350	82094			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shadow Bow	bow		6lb	lbw	6lb	100		2	1				1	33	88			13		-20		100	68	244	36	1	101	75	25610	102965			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Great Bow	bow		6cb	lbw	6cb	100		2	1				1	27	77			13		-20		100	157	139	47	1	109	82	17743	77689			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Diamond Bow	bow		6s7	sbb	6s7	100		2	1				1	74	59			13		-20		100	116	172	52	1	115	86	24605	113129			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Crusader Bow	bow		6l7	lbb	6l7	100		2	1				1	33	93			13		-20		100	126	157	57	1	123	91	18105	89693			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ward Bow	bow		6sw	sbb	6sw	100		2	1				1	45	78			13		-20		100	94	190	62	1	128	96	15042	77867			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Hydra Bow	bow		6lw	lbb	6lw	100		2	1				1	23	101			13		-20		100	174	217	72	1	136	101	19375	105743			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Pellet Bow	xbow		6lx	lxb	6lx	100		2	1				1	63	108			19		-20		100	108	202	39	1	91	67	19512	71449			lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Gorgon Crossbow	xbow		6mx	lxb	6mx	100		2	1				1	57	130			19		-20		100	152	137	52	1	107	80	22305	95653			lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Colossus Crossbow	xbow		6hx	hxb	6hx	100		2	1				1	71	135			19		-20		100	212	100	65	1	120	90	26065	124680			hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	8	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Demon Crossbow	xbow		6rx	hxb	6rx	100		2	1				1	59	59			19		-20		100	183	127	52	1	134	101	25851	138499			hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Eagle Orb	orb		ob1	ob1	ob1	100		2	1	3	8		0					14		-10	100		0	0	26		2	0	168	198	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Sacred Globe	orb		ob2	ob1	ob2	100		3	1	4	12							14		-10	100		0	0	39		13	0	463	638	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Smoked Sphere	orb		ob3	ob3	ob3	100		3	1	5	15							14			100		0	0	46		19	13	766	1106	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Clasped Orb	orb		ob4	ob4	ob4	100		4	1	8	18							14			100		0	0	52		27	21	1223	1987	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Dragon Stone	orb		ob5	ob4	ob5	100		5	1	12	27							14		10	100		0	0	65		38	29	1985	3884	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Stag Bow	abow		am1	am1	am1	100		3	1				1	14	18			13				100	39	59	62	1	29	22	2500	3532		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8	0	xxx	xxx	1	0
Reflex Bow	abow		am2	am2	am2	100		3	1				1	18	28			13		10		100	46	78	72	1	43	32	3575	7033		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Maiden Spear	aspe		am3	am3	am3	100		3	1				1	27	35			15	4		80	50	70	52	36		29	22	1672	2600		302	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	8	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Maiden Pike	aspe		am4	pik	am4	100		3	1				1	34	82			15	4	10	80	50	82	68	33		43	32	2023	4414		302	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	8	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Maiden Javelin	ajav		am5	pil	am5	100		3	1	12	20					6	22	15	2	-10	80	50	43	61	8		37	27	48	944		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	32	80	80	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Glowing Orb	orb		ob6	ob1	ob6	100		2	1	12	31							14		-10	100		0	0	26		51	38	804	2765	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Crystalline Globe	orb		ob7	ob1	ob7	100		3	1	15	39							14		-10	100		0	0	39		59	43	1689	5219	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Cloudy Sphere	orb		ob8	ob3	ob8	100		3	1	16	43							14			100		0	0	46		66	48	2598	8095	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Sparkling Ball	orb		ob9	ob4	ob9	100		4	1	19	47							14			100		0	0	52		74	54	3969	13005	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Swirling Crystal	orb		oba	ob4	oba	100		5	1	27	62							14		10	100		0	0	65		80	59	6255	21266	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ashwood Bow	abow		am6	am1	am6	100		3	1				1	30	43			13				100	73	100	62	1	62	46	7800	20388		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Bow	abow		am7	am2	am7	100		3	1				1	38	61			13		10		100	95	143	72	1	75	56	11025	34011		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Spear	aspe		am8	am3	am8	100		3	1				1	50	76			15	4		80	50	131	104	36		69	51	5316	15787		302	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	8	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Pike	aspe		am9	pik	am9	100		3	1				1	62	150			15	4	20	80	50	150	127	33		82	61	6369	22052		302	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	8	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ceremonial Javelin	ajav		ama	pil	ama	100		3	1	27	51					18	54	15	2	-10	80	50	33	142	8		56	42	444	2222		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	32	80	80	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Heavenly Stone	orb		obb	ob1	obb	100		2	1	31	69							14		-10	100		0	0	26		94	70	21051	79626	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Eldritch Orb	orb		obc	ob1	obc	100		3	1	27	74							14		-10	100		0	0	39		107	80	19367	83350	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Demon Heart	orb		obd	ob3	obd	100		3	1	34	82							14			100		0	0	46		120	90	22094	106066	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Vortex Orb	orb		obe	ob4	obe	100		4	1	18	99							14			100		0	0	52		134	101	25207	135118	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Dimensional Shard	orb		obf	ob4	obf	100		5	1	45	78							14		10	100		0	0	65		136	106	20065	109408	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Matriarchal Bow	abow		amb	am1	amb	100		3	1				1	50	70			13		-10		100	113	243	62	1	85	62	23700	80319		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	8	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
